Book,Type,Price,Stocks,Review,total_value
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,£35.92,9,2,323.28000000000003
"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,£34.06,8,3,272.48
Why Not Me?,Nonfiction,£17.76,8,1,142.08
When Breath Becomes Air,Nonfiction,£39.36,8,2,314.88
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,£28.45,8,4,227.6
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,£38.89,8,5,311.12
Rising Strong,Nonfiction,£21.82,8,3,174.56
Man's Search for Meaning,Nonfiction,£29.48,8,3,235.84
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,£25.06,8,2,200.48
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,£12.55,8,3,100.4
I Will Find You,Nonfiction,£44.21,8,1,353.68
Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,£19.22,8,2,153.76
Between the World and Me,Nonfiction,£56.91,8,4,455.28
Being Mortal: Medicine and What Matters in the End,Nonfiction,£55.06,8,4,440.48
"A Murder Over a Girl: Justice, Gender, Junior High",Nonfiction,£13.20,8,3,105.6
For the Love: Fighting for Grace in a World of Impossible Standards,Nonfiction,£45.13,7,3,315.91
Finding God in the Ruins: How God Redeems Pain,Nonfiction,£46.64,7,2,326.48
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Nonfiction,£59.45,6,4,356.70000000000005
In Cold Blood,Nonfiction,£49.98,6,4,299.88
"Girl, Interrupted",Nonfiction,£42.14,6,3,252.84
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Nonfiction,£48.67,5,2,243.35000000000002
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Nonfiction,£25.15,5,4,125.75
My Mother Was Nuts,Nonfiction,£31.63,5,4,158.15
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,£32.35,5,3,161.75
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,£38.71,4,3,154.84
The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,£16.81,4,4,67.24
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,£28.23,4,2,112.92
God Is Not Great: How Religion Poisons Everything,Nonfiction,£27.80,4,1,111.2
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,£31.95,3,3,95.85
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,£50.66,3,3,151.98
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,£58.09,3,1,174.27
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,£30.00,3,1,90.0
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,£53.51,3,1,160.53
The Name of God is Mercy,Nonfiction,£37.25,3,2,111.75
Stiff: The Curious Lives of Human Cadavers,Nonfiction,£36.74,3,3,110.22
Spilled Milk: Based on a True Story,Nonfiction,£49.51,3,1,148.53
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,£41.67,3,4,125.01
Outliers: The Story of Success,Nonfiction,£14.16,3,1,42.480000000000004
Notes from a Small Island (Notes From a Small Island #1),Nonfiction,£40.17,3,1,120.51
Night (The Night Trilogy #1),Nonfiction,£13.51,3,1,40.53
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,£57.83,3,1,173.49
Letter to a Christian Nation,Nonfiction,£22.20,3,1,66.6
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,£45.11,3,1,135.32999999999998
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,£42.38,3,1,127.14000000000001
Into the Wild,Nonfiction,£56.70,3,5,170.10000000000002
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,£28.85,3,3,86.55000000000001
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,£28.88,3,2,86.64
Gratitude,Nonfiction,£26.66,3,5,79.98
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,£15.28,3,5,45.839999999999996
Brave Enough,Nonfiction,£51.32,3,5,153.96
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,£27.35,3,2,82.05000000000001
Blink: The Power of Thinking Without Thinking,Nonfiction,£21.74,3,5,65.22
Black Flags: The Rise of ISIS,Nonfiction,£40.87,3,1,122.60999999999999
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,£56.58,3,1,169.74
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,£30.48,3,4,91.44
"The Suffragettes (Little Black Classics, #96)",Nonfiction,£11.89,2,2,23.78
Kindle Paperwhite User's Guide,Nonfiction,£34.00,2,3,68.0
H is for Hawk,Nonfiction,£57.42,2,5,114.84
Travels with Charley: In Search of America,Nonfiction,£57.82,1,5,57.82
The Tumor,Nonfiction,£41.56,1,5,41.56
The End of the Jesus Era (An Investigation #1),Nonfiction,£14.40,1,1,14.4
"Eat, Pray, Love",Nonfiction,£51.32,1,3,51.32
