Book,Type,Price,Stocks,Review,total_value
Digital Fortress,Fiction,£58.00,5,5,290.0
"Death Note, Vol. 5: Whiteout (Death Note #5)",Sequential Art,£52.41,5,1,262.04999999999995
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Nonfiction,£32.35,5,3,161.75
Critique of Pure Reason,Philosophy,£20.75,5,1,103.75
Booked,Poetry,£17.49,5,5,87.44999999999999
"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,£34.13,5,5,170.65
Approval Junkie: Adventures in Caring Too Much,Autobiography,£58.81,5,5,294.05
An Abundance of Katherines,Young Adult,£10.00,5,5,50.0
America's War for the Greater Middle East: A Military History,History,£51.22,5,2,256.1
Alight (The Generations Trilogy #2),Default,£58.59,5,4,292.95000000000005
A Girl's Guide to Moving On (New Beginnings #2),Romance,£31.30,5,1,156.5
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,£46.42,5,2,232.10000000000002
A Feast for Crows (A Song of Ice and Fire #4),Fantasy,£17.21,5,4,86.05000000000001
A Clash of Kings (A Song of Ice and Fire #2),Add a comment,£10.79,5,3,53.949999999999996
Vogue Colors A to Z: A Fashion Coloring Book,Default,£52.35,4,4,209.4
The Shining (The Shining #1),Default,£27.88,4,3,111.52
The Pilgrim's Progress,Classics,£50.26,4,2,201.04
The Perfect Play (Play by Play #1),Romance,£59.99,4,3,239.96
The Passion of Dolssa,Historical Fiction,£28.32,4,5,113.28
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,£38.71,4,3,154.84
The Hunger Games (The Hunger Games #1),Default,£29.85,4,5,119.4
The Hound of the Baskervilles (Sherlock Holmes #5),Classics,£14.82,4,2,59.28
The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,£16.81,4,4,67.24
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,£28.23,4,2,112.92
The Demonists (Demonist #1),Fantasy,£52.11,4,2,208.44
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,£27.88,4,2,111.52
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,£59.71,4,3,238.84
The Beast (Black Dagger Brotherhood #14),Fantasy,£46.08,4,5,184.32
Some Women,Womens Fiction,£13.73,4,5,54.92
Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,£48.39,4,5,193.56
Paper and Fire (The Great Library #2),Fantasy,£49.45,4,5,197.8
Outlander (Outlander #1),Default,£19.67,4,5,78.68
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Music,£12.36,4,3,49.44
No One Here Gets Out Alive,Music,£20.02,4,5,80.08
Night Shift (Night Shift #1-20),Horror,£12.75,4,4,51.0
Needful Things,Horror,£47.51,4,4,190.04
Mockingjay (The Hunger Games #3),Default,£20.44,4,4,81.76
Misery,Horror,£34.79,4,2,139.16
Little Women (Little Women #1),Classics,£28.07,4,4,112.28
It,Horror,£25.01,4,3,100.04
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,£13.90,4,3,55.6
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,£24.17,4,4,96.68
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,£31.63,4,4,126.52
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,£48.75,4,5,195.0
Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,£14.74,4,1,58.96
Gone with the Wind,Classics,£32.49,4,3,129.96
God Is Not Great: How Religion Poisons Everything,Nonfiction,£27.80,4,1,111.2
Girl With a Pearl Earring,Historical Fiction,£26.77,4,1,107.08
"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,£50.44,4,4,201.76
Far From True (Promise Falls Trilogy #2),Thriller,£34.93,4,2,139.72
Dark Lover (Black Dagger Brotherhood #1),Romance,£12.87,4,1,51.48
Confessions of a Shopaholic (Shopaholic #1),Default,£48.94,4,2,195.76
Changing the Game (Play by Play #2),Romance,£13.38,4,3,53.52
Candide,Classics,£58.63,4,3,234.52
Can You Keep a Secret?,Womens Fiction,£21.94,4,1,87.76
Atlas Shrugged,Fiction,£26.58,4,5,106.32
Animal Farm,Classics,£57.22,4,3,228.88
A Walk to Remember,Romance,£56.43,4,1,225.72
A New Earth: Awakening to Your Life's Purpose,Spirituality,£55.65,4,5,222.6
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,£27.62,4,1,110.48
'Salem's Lot,Horror,£49.56,4,4,198.24
Zero History (Blue Ant #3),Default,£34.77,3,1,104.31
Wuthering Heights,Classics,£17.73,3,3,53.19
World War Z: An Oral History of the Zombie War,Default,£21.80,3,1,65.4
Wild: From Lost to Found on the Pacific Crest Trail,Default,£46.02,3,3,138.06
"Where'd You Go, Bernadette",Default,£18.13,3,1,54.39
When You Are Engulfed in Flames,Humor,£30.89,3,5,92.67
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,£31.95,3,3,95.85
We Are All Completely Beside Ourselves,Contemporary,£24.04,3,1,72.12
Walk the Edge (Thunder Road #2),Young Adult,£32.36,3,3,97.08
Voyager (Outlander #3),Historical Fiction,£21.07,3,5,63.21
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,£50.66,3,3,151.98
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,£13.66,3,2,40.980000000000004
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,£58.09,3,1,174.27
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,£30.00,3,1,90.0
Two Boys Kissing,Young Adult,£32.74,3,2,98.22
Twilight (Twilight #1),Default,£41.93,3,2,125.78999999999999
Twenties Girl,Womens Fiction,£42.80,3,2,128.39999999999998
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,£53.51,3,1,160.53
Three-Martini Lunch,Fiction,£23.21,3,3,69.63
"Thinking, Fast and Slow",Psychology,£21.14,3,1,63.42
The Wild Robot,Childrens,£56.07,3,3,168.21
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,£14.41,3,3,43.230000000000004
The Undomestic Goddess,Womens Fiction,£45.75,3,4,137.25
The Travelers,Thriller,£15.77,3,1,47.31
The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,£10.02,3,2,30.06
The Thing About Jellyfish,Childrens,£48.77,3,1,146.31
The Stand,Horror,£57.86,3,2,173.57999999999998
The Smitten Kitchen Cookbook,Food and Drink,£23.59,3,1,70.77
The Silkworm (Cormoran Strike #2),Mystery,£23.05,3,5,69.15
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,£55.55,3,5,166.64999999999998
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,£58.64,3,4,175.92000000000002
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Travel,£23.21,3,1,69.63
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,£42.57,3,3,127.71000000000001
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,£10.92,3,1,32.76
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,£34.77,3,1,104.31
The Red Tent,Historical Fiction,£35.66,3,5,106.97999999999999
The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,£37.19,3,3,111.57
The Purest Hook (Second Circle Tattoos #3),Romance,£12.25,3,1,36.75
The Picture of Dorian Gray,Classics,£29.70,3,2,89.1
The Paris Wife,Default,£36.80,3,3,110.39999999999999
The Obsession,Romance,£45.43,3,1,136.29
The Nightingale,Fiction,£26.26,3,4,78.78
The New Guy (and Other Senior Year Distractions),Young Adult,£44.92,3,3,134.76
The Nanny Diaries (Nanny #1),Womens Fiction,£52.53,3,5,157.59
The Name of God is Mercy,Nonfiction,£37.25,3,2,111.75
The Maze Runner (The Maze Runner #1),Default,£20.93,3,1,62.79
The Lover's Dictionary,Default,£58.09,3,2,174.27
The Lonely Ones,Childrens,£43.59,3,5,130.77
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,£33.92,3,3,101.76
The Last Painting of Sara de Vos,Historical Fiction,£55.55,3,2,166.64999999999998
"The Land of 10,000 Madonnas",Young Adult,£29.64,3,4,88.92
The Infinities,Fiction,£27.41,3,1,82.23
The Husband's Secret,Fiction,£52.51,3,5,157.53
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,£47.80,3,3,143.39999999999998
The Guns of August,History,£14.54,3,2,43.62
The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,£49.53,3,1,148.59
The Goldfinch,Default,£43.58,3,3,130.74
The Giver (The Giver Quartet #1),Default,£12.30,3,1,36.900000000000006
The Girl with All the Gifts,Horror,£49.47,3,3,148.41
The Girl Who Played with Fire (Millennium Trilogy #2),Default,£22.14,3,2,66.42
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,£57.48,3,1,172.44
The Exiled,Mystery,£43.45,3,3,130.35000000000002
"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,£22.13,3,4,66.39
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,£13.03,3,4,39.089999999999996
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,£57.35,3,5,172.05
The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,£44.29,3,1,132.87
The Demon-Haunted World: Science as a Candle in the Dark,Default,£52.25,3,4,156.75
The Day the Crayons Came Home (Crayons),Childrens,£26.33,3,5,78.99
The Da Vinci Code (Robert Langdon #2),Fiction,£22.96,3,2,68.88
The Cuckoo's Calling (Cormoran Strike #1),Mystery,£19.21,3,1,57.63
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,£26.78,3,4,80.34
The Complete Poems,Add a comment,£41.32,3,5,123.96000000000001
The Catcher in the Rye,Add a comment,£24.55,3,1,73.65
The Cat in the Hat (Beginner Books B-1),Childrens,£16.26,3,2,48.78
The Case for Christ (Cases for Christianity),Add a comment,£47.84,3,1,143.52
The Book Thief,Default,£53.49,3,2,160.47
The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,£44.84,3,5,134.52
The Blind Side: Evolution of a Game,Add a comment,£53.71,3,5,161.13
The Autobiography of Malcolm X,Default,£23.43,3,2,70.28999999999999
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,£34.32,3,3,102.96000000000001
The Art of Fielding,Fiction,£22.10,3,1,66.30000000000001
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,£25.83,3,2,77.49
Stiff: The Curious Lives of Human Cadavers,Nonfiction,£36.74,3,3,110.22
Spilled Milk: Based on a True Story,Nonfiction,£49.51,3,1,148.53
Something Borrowed (Darcy & Rachel #1),Womens Fiction,£48.96,3,5,146.88
Something Blue (Darcy & Rachel #2),Womens Fiction,£54.62,3,1,163.85999999999999
Soldier (Talon #3),Fantasy,£24.72,3,2,74.16
Shopaholic & Baby (Shopaholic #5),Default,£46.45,3,2,139.35000000000002
Seven Days in the Art World,Add a comment,£52.33,3,2,156.99
Seven Brief Lessons on Physics,Science,£30.60,3,4,91.80000000000001
Scarlet (The Lunar Chronicles #2),Young Adult,£14.57,3,4,43.71
Sarah's Key,Add a comment,£46.29,3,1,138.87
"Saga, Volume 3 (Saga (Collected Editions) #3)",Sequential Art,£21.57,3,5,64.71000000000001
Running with Scissors,Autobiography,£12.91,3,4,38.730000000000004
Rogue Lawyer (Rogue Lawyer #1),Add a comment,£50.11,3,3,150.32999999999998
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,£41.67,3,4,125.01
Rework,Business,£44.88,3,2,134.64000000000001
Reservations for Two,Romance,£11.10,3,3,33.3
Red: The True Story of Red Riding Hood,Childrens,£28.54,3,3,85.62
Ready Player One,Science Fiction,£19.07,3,4,57.21
Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,£43.55,3,1,130.64999999999998
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,£43.63,3,3,130.89000000000001
Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,£39.13,3,1,117.39000000000001
Packing for Mars: The Curious Science of Life in the Void,Default,£56.68,3,2,170.04
Outliers: The Story of Success,Nonfiction,£14.16,3,1,42.480000000000004
Original Fake,Sequential Art,£31.45,3,3,94.35
Orange Is the New Black,Default,£24.61,3,2,73.83
One for the Money (Stephanie Plum #1),Default,£32.87,3,2,98.60999999999999
Notes from a Small Island (Notes From a Small Island #1),Nonfiction,£40.17,3,1,120.51
Night (The Night Trilogy #1),Nonfiction,£13.51,3,1,40.53
Neither Here nor There: Travels in Europe,Travel,£38.95,3,3,116.85000000000001
Naked,Humor,£31.69,3,3,95.07000000000001
Morning Star (Red Rising #3),Default,£29.40,3,1,88.19999999999999
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,£57.83,3,1,173.49
Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,£55.46,3,2,166.38
Me Talk Pretty One Day,Autobiography,£57.60,3,2,172.8
Manuscript Found in Accra,Add a comment,£34.98,3,2,104.94
Lust & Wonder,Autobiography,£11.87,3,2,35.61
Lila (Gilead #3),Fiction,£12.47,3,3,37.410000000000004
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,£33.26,3,2,99.78
Life Without a Recipe,Autobiography,£59.04,3,5,177.12
Life After Life,Default,£26.13,3,2,78.39
Letter to a Christian Nation,Nonfiction,£22.20,3,1,66.6
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,£45.11,3,1,135.32999999999998
Legend (Legend #1),Young Adult,£43.69,3,4,131.07
"Lean In: Women, Work, and the Will to Lead",Default,£25.02,3,1,75.06
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,£55.50,3,5,166.5
Lady Renegades (Rebel Belle #3),Young Adult,£53.04,3,5,159.12
Jurassic Park (Jurassic Park #1),Fiction,£44.97,3,1,134.91
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,£42.38,3,1,127.14000000000001
Is Everyone Hanging Out Without Me? (And Other Concerns),Default,£20.11,3,3,60.33
Into the Wild,Nonfiction,£56.70,3,5,170.10000000000002
Inferno (Robert Langdon #4),Fiction,£41.00,3,5,123.0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,£28.85,3,3,86.55000000000001
If I Run (If I Run #1),Christian Fiction,£49.97,3,4,149.91
I've Got Your Number,Womens Fiction,£19.69,3,1,59.07000000000001
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,£28.88,3,2,86.64
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,£33.14,3,3,99.42
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,£43.70,3,2,131.10000000000002
House of Leaves,Horror,£54.89,3,1,164.67000000000002
Horrible Bear!,Childrens,£37.52,3,2,112.56
Holidays on Ice,Humor,£51.07,3,2,153.21
Heir to the Sky,Fantasy,£44.07,3,4,132.21
Green Eggs and Ham (Beginner Books B-16),Childrens,£10.79,3,4,32.37
"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,£42.72,3,1,128.16
Gratitude,Nonfiction,£26.66,3,5,79.98
Gone Girl,Default,£37.60,3,5,112.80000000000001
Golden (Heart of Dread #3),Young Adult,£42.21,3,4,126.63
Girl in the Blue Coat,Historical Fiction,£46.83,3,2,140.49
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,£45.17,3,2,135.51
"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,£51.22,3,3,153.66
Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,£21.28,3,4,63.84
Fifty Shades Freed (Fifty Shades #3),Adult Fiction,£15.36,3,5,46.08
Fellside,Default,£38.62,3,1,115.85999999999999
Extreme Prey (Lucas Davenport #26),Mystery,£25.40,3,3,76.19999999999999
Eragon (The Inheritance Cycle #1),Fantasy,£43.87,3,3,131.60999999999999
Eclipse (Twilight #3),Default,£18.74,3,1,56.22
Dune (Dune #1),Science Fiction,£54.86,3,1,164.57999999999998
Dracula,Default,£52.62,3,3,157.85999999999999
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,£51.48,3,1,154.44
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,£15.28,3,5,45.839999999999996
Dead Wake: The Last Crossing of the Lusitania,Default,£39.24,3,5,117.72
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,£17.81,3,1,53.42999999999999
Darkfever (Fever #1),Fantasy,£56.02,3,1,168.06
Dark Places,Default,£23.90,3,5,71.69999999999999
Crazy Rich Asians (Crazy Rich Asians #1),Fiction,£49.13,3,5,147.39000000000001
Counting Thyme,Childrens,£10.62,3,1,31.86
Cosmos,Add a comment,£36.17,3,2,108.51
Civilization and Its Discontents,Psychology,£59.95,3,2,179.85000000000002
Cinder (The Lunar Chronicles #1),Young Adult,£26.09,3,1,78.27
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,£37.35,3,2,112.05000000000001
Career of Evil (Cormoran Strike #3),Mystery,£24.72,3,2,74.16
Breaking Dawn (Twilight #4),Default,£35.28,3,5,105.84
Brave Enough,Nonfiction,£51.32,3,5,153.96
Boy Meets Boy,Young Adult,£21.12,3,3,63.36
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,£27.35,3,2,82.05000000000001
Blink: The Power of Thinking Without Thinking,Nonfiction,£21.74,3,5,65.22
Black Flags: The Rise of ISIS,Nonfiction,£40.87,3,1,122.60999999999999
"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,£49.31,3,1,147.93
Big Little Lies,Fiction,£22.11,3,1,66.33
Between Shades of Gray,Historical Fiction,£20.79,3,5,62.37
Best of My Love (Fool's Gold #20),Romance,£27.41,3,2,82.23
Beowulf,Classics,£38.35,3,2,115.05000000000001
Beautiful Creatures (Caster Chronicles #1),Default,£21.55,3,5,64.65
Awkward,Sequential Art,£38.02,3,2,114.06
Ash,Fantasy,£22.06,3,4,66.17999999999999
Are We There Yet?,Childrens,£10.66,3,3,31.98
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,£56.58,3,1,169.74
Annie on My Mind,Young Adult,£36.83,3,5,110.49
And Then There Were None,Classics,£35.01,3,2,105.03
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,£30.48,3,4,91.44
A Visit from the Goon Squad,Default,£14.08,3,5,42.24
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,£31.22,3,2,93.66
A Heartbreaking Work of Staggering Genius,Autobiography,£54.29,3,5,162.87
8 Keys to Mental Health Through Exercise,Psychology,£31.04,3,1,93.12
#GIRLBOSS,Add a comment,£50.96,3,1,152.88
"The Suffragettes (Little Black Classics, #96)",Nonfiction,£11.89,2,2,23.78
The Sense of an Ending,Add a comment,£31.38,2,3,62.76
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,£54.81,2,1,109.62
The Course of Love,Fiction,£16.78,2,3,33.56
Sugar Rush (Offensive Line #2),Sports and Games,£24.42,2,1,48.84
"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,£11.75,2,3,23.5
"Run, Spot, Run: The Ethics of Keeping Pets",Philosophy,£20.02,2,1,40.04
New Moon (Twilight #2),Young Adult,£12.86,2,4,25.72
Life,Music,£31.58,2,5,63.16
Kindle Paperwhite User's Guide,Nonfiction,£34.00,2,3,68.0
H is for Hawk,Nonfiction,£57.42,2,5,114.84
Girl Online On Tour (Girl Online #2),Young Adult,£53.47,2,1,106.94
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,£11.64,2,5,23.28
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,£52.88,2,4,105.76
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,£18.51,1,4,18.51
While You Were Mine,Historical Fiction,£41.32,1,5,41.32
Where Lightning Strikes (Bleeding Stars #3),Romance,£39.77,1,3,39.77
When I'm Gone,Fiction,£51.96,1,3,51.96
Ways of Seeing,Art,£39.51,1,5,39.51
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,£15.40,1,1,15.4
Vampire Girl (Vampire Girl #1),Fantasy,£53.82,1,2,53.82
Twenty Love Poems and a Song of Despair,Poetry,£30.95,1,4,30.95
Travels with Charley: In Search of America,Nonfiction,£57.82,1,5,57.82
Three Wishes (River of Time: California #1),Science Fiction,£44.18,1,2,44.18
This One Moment (Pushing Limits #1),Romance,£48.71,1,1,48.71
The Zombie Room,Default,£19.69,1,5,19.69
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,£36.52,1,2,36.52
The Tumor,Nonfiction,£41.56,1,5,41.56
The Story of Hong Gildong,Classics,£43.19,1,4,43.19
The Silent Wife,Fiction,£12.34,1,5,12.34
The Silent Twin (Detective Jennifer Knight #3),Fantasy,£36.25,1,3,36.25
The Selfish Gene,Science,£29.45,1,1,29.45
The Secret Healer,Historical Fiction,£34.56,1,3,34.56
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,£54.12,1,3,54.12
The Republic,Add a comment,£33.78,1,3,33.78
The Odyssey,Add a comment,£29.64,1,3,29.64
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,£57.70,1,4,57.7
The Nicomachean Ethics,Philosophy,£36.34,1,1,36.34
The Name of the Wind (The Kingkiller Chronicle #1),Default,£50.59,1,3,50.59
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,£29.38,1,1,29.38
The Little Prince,Classics,£45.42,1,2,45.42
The Light of the Fireflies,Add a comment,£54.43,1,1,54.43
The Last Girl (The Dominion Trilogy #1),Science Fiction,£36.26,1,2,36.26
The Iliad,Add a comment,£16.16,1,1,16.16
The Hook Up (Game On #1),New Adult,£36.29,1,5,36.29
The Haters,Young Adult,£27.89,1,5,27.89
The Girl You Lost,Mystery,£12.29,1,5,12.29
The Girl In The Ice (DCI Erika Foster #1),Mystery,£15.85,1,3,15.85
The End of the Jesus Era (An Investigation #1),Nonfiction,£14.40,1,1,14.4
The Edge of Reason (Bridget Jones #2),Womens Fiction,£19.18,1,4,19.18
The Complete Maus (Maus #1-2),Sequential Art,£10.64,1,3,10.64
The Communist Manifesto,Add a comment,£14.76,1,3,14.76
The Bhagavad Gita,Religion,£57.49,1,3,57.49
The Bette Davis Club,Fiction,£30.66,1,3,30.66
The Art of Not Breathing,Young Adult,£40.83,1,4,40.83
Taking Shots (Assassins #1),Default,£18.88,1,2,18.88
Starlark,Historical Fiction,£25.83,1,3,25.83
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,£42.12,1,3,42.12
Sister Sable (The Mad Queen #1),Fantasy,£13.33,1,3,13.33
Shatter Me (Shatter Me #1),Default,£42.40,1,1,42.4
Shameless,New Adult,£58.35,1,3,58.35
Shadow Rites (Jane Yellowrock #10),Fantasy,£21.72,1,4,21.72
Settling the Score (The Summer Games #1),Sports and Games,£44.91,1,2,44.91
Sense and Sensibility,Classics,£37.46,1,1,37.46
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,£28.48,1,1,28.48
"Rhythm, Chord & Malykhin",Romance,£28.34,1,2,28.34
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,£46.96,1,5,46.96
Paradise Lost (Paradise #1),Default,£24.96,1,1,24.96
