Book,Type,Price,Stocks,Review,total_value
The Nameless City (The Nameless City #1),Sequential Art,£38.16,16,4,610.56
The Murder That Never Was (Forensic Instincts #5),Fiction,£54.11,16,3,865.76
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,£42.96,16,4,687.36
The Gutsy Girl: Escapades for Your Life of Epic Adventure,Nonfiction,£37.13,16,1,594.08
The Electric Pencil: Drawings from Inside State Hospital No. 3,Nonfiction,£56.06,16,1,896.96
The Death of Humanity: and the Case for Life,Philosophy,£58.11,16,4,929.76
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,£49.05,16,3,784.8
The Art Forger,Add a comment,£40.76,16,3,652.16
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,£32.24,16,5,515.84
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Nonfiction,£41.83,16,4,669.28
Soul Reader,Default,£39.58,16,2,633.28
Security,Horror,£39.25,16,2,628.0
"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,£25.02,16,3,400.32
"Saga, Volume 5 (Saga (Collected Editions) #5)",Sequential Art,£51.04,16,2,816.64
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Sequential Art,£50.40,16,3,806.4
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",History,£36.28,16,2,580.48
orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,£48.41,16,1,774.56
Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,£46.35,16,1,741.6
My Paris Kitchen: Recipes and Stories,Food and Drink,£33.37,16,2,533.92
Masks and Shadows,Fantasy,£56.40,16,2,902.4
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Sequential Art,£46.91,16,2,750.56
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Sequential Art,£45.61,16,3,729.76
"Layered: Baking, Building, and Styling Spectacular Cakes",Food and Drink,£40.11,16,1,641.76
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,£53.90,16,2,862.4
Join,Science Fiction,£35.67,16,5,570.72
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Science,£57.36,16,5,917.76
"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Sequential Art,£29.17,16,2,466.72
I am a Hero Omnibus Volume 1,Sequential Art,£54.63,16,3,874.08
How to Be Miserable: 40 Strategies You Already Use,Self Help,£46.03,16,1,736.48
Her Backup Boyfriend (The Sorensen Family #1),Romance,£33.97,16,1,543.52
Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,£29.69,16,3,475.04
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Nonfiction,£54.35,16,2,869.6
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Religion,£37.97,16,2,607.52
Danganronpa Volume 1,Sequential Art,£51.99,16,4,831.84
Crown of Midnight (Throne of Glass #2),Fantasy,£43.29,16,3,692.64
"Codename Baboushka, Volume 1: The Conclave of Death",Sequential Art,£36.72,16,4,587.52
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Nonfiction,£29.14,16,5,466.24
Burning,Young Adult,£28.81,16,3,460.96
Bossypants,Default,£49.46,16,2,791.36
"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Sequential Art,£37.92,16,2,606.72
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Fantasy,£28.09,16,2,449.44
Algorithms to Live By: The Computer Science of Human Decisions,Nonfiction,£30.81,16,1,492.96
A World of Flavor: Your Gluten Free Passport,Default,£42.95,16,1,687.2
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Default,£56.76,16,5,908.16
A Flight of Arrows (The Pathfinders #2),Historical Fiction,£55.53,16,5,888.48
A Fierce and Subtle Poison,Young Adult,£28.13,16,4,450.08
A Court of Thorns and Roses (A Court of Thorns and Roses #1),Fantasy,£52.37,16,1,837.92
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,£54.00,16,5,864.0
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,£43.30,15,4,649.5
Tracing Numbers on a Train,Default,£41.60,15,3,624.0
Throne of Glass (Throne of Glass #1),Fantasy,£35.07,15,3,526.05
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,History,£59.64,15,1,894.6
Thirteen Reasons Why,Default,£52.72,15,1,790.8
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Childrens,£58.08,15,4,871.1999999999999
The Vacationers,Fiction,£42.15,15,4,632.25
The Shadow Hero (The Shadow Hero),Sequential Art,£33.14,15,1,497.1
The Secret (The Secret #1),Default,£27.37,15,4,410.55
The Regional Office Is Under Attack!,Fiction,£51.36,15,5,770.4
The Psychopath Test: A Journey Through the Madness Industry,Default,£36.00,15,2,540.0
The Power of Now: A Guide to Spiritual Enlightenment,Nonfiction,£43.54,15,2,653.1
The Omnivore's Dilemma: A Natural History of Four Meals,Nonfiction,£38.21,15,2,573.15
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Food and Drink,£37.34,15,5,560.1
The Murder of Roger Ackroyd (Hercule Poirot #4),Mystery,£44.10,15,4,661.5
The Mistake (Off-Campus #2),New Adult,£43.29,15,3,649.35
The Matchmaker's Playbook (Wingmen Inc. #1),New Adult,£55.85,15,1,837.75
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Food and Drink,£37.60,15,2,564.0
The Kite Runner,Default,£41.82,15,4,627.3
The House by the Lake,Historical Fiction,£36.95,15,1,554.25
The Glittering Court (The Glittering Court #1),Fantasy,£44.28,15,1,664.2
The Girl on the Train,Default,£55.02,15,2,825.3000000000001
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Food and Drink,£41.25,15,1,618.75
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Default,£32.00,15,3,480.0
The Artist's Way: A Spiritual Path to Higher Creativity,Nonfiction,£38.49,15,5,577.35
The Art of War,Default,£33.34,15,5,500.1
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,£27.55,15,3,413.25
Suddenly in Love (Lake Haven #1),Romance,£55.99,15,2,839.85
Soft Apocalypse,Science Fiction,£26.12,15,2,391.8
"Shobu Samurai, Project Aryoku (#3)",Add a comment,£29.06,15,3,435.9
Scarlett Epstein Hates It Here,Young Adult,£43.55,15,5,653.25
Romero and Juliet: A Tragic Tale of Love and Zombies,Default,£36.94,15,1,554.0999999999999
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Default,£41.06,15,1,615.9000000000001
"Nightingale, Sing",Young Adult,£38.28,15,1,574.2
Night Sky with Exit Wounds,Poetry,£41.05,15,1,615.75
Mrs. Houdini,Historical Fiction,£30.25,15,5,453.75
Modern Romance,Add a comment,£28.26,15,5,423.90000000000003
Library of Souls (Miss Peregrine’s Peculiar Children #3),Young Adult,£48.56,15,5,728.4000000000001
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Womens Fiction,£57.36,15,4,860.4
Hollow City (Miss Peregrine’s Peculiar Children #2),Fantasy,£42.98,15,1,644.6999999999999
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,Travel,£49.43,15,4,741.45
Frostbite (Vampire Academy #2),Young Adult,£29.99,15,5,449.84999999999997
First Steps for New Christians (Print Edition),Default,£29.00,15,1,435.0
Finders Keepers (Bill Hodges Trilogy #2),Fiction,£53.53,15,5,802.95
"Fables, Vol. 1: Legends in Exile (Fables #1)",Sequential Art,£41.62,15,4,624.3
Eureka Trivia 6.0,Default,£54.59,15,4,818.85
Drive: The Surprising Truth About What Motivates Us,Default,£34.95,15,4,524.25
Done Rubbed Out (Reightman & Bailey #1),Default,£37.72,15,5,565.8
Doing It Over (Most Likely To #1),Romance,£35.61,15,3,534.15
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,£42.16,15,3,632.4
Close to You,Christian Fiction,£49.46,15,4,741.9
Chasing Heaven: What Dying Taught Me About Living,Spirituality,£37.80,15,2,567.0
Big Magic: Creative Living Beyond Fear,Nonfiction,£30.80,15,3,462.0
Becoming Wise: An Inquiry into the Mystery and Art of Living,Nonfiction,£27.43,15,2,411.45
Batman: The Long Halloween (Batman),Sequential Art,£36.50,15,2,547.5
Anonymous,Default,£46.82,15,4,702.3
Amid the Chaos,Cultural,£36.58,15,1,548.6999999999999
Amatus,Default,£50.54,15,5,758.1
You (You #1),Thriller,£43.61,14,5,610.54
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Sequential Art,£37.34,14,4,522.76
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,£52.65,14,4,737.1
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Nonfiction,£38.20,14,4,534.8000000000001
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Sequential Art,£53.90,14,1,754.6
V for Vendetta (V for Vendetta Complete),Default,£37.10,14,4,519.4
Until Friday Night (The Field Party #1),Young Adult,£46.31,14,2,648.34
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,£45.95,14,2,643.3000000000001
Through the Woods,Sequential Art,£25.38,14,2,355.32
This Is Where It Ends,Young Adult,£27.12,14,2,379.68
The Year of Magical Thinking,Nonfiction,£43.04,14,2,602.56
The Wright Brothers,Default,£56.80,14,4,795.1999999999999
The White Queen (The Cousins' War #1),Add a comment,£25.91,14,5,362.74
The Wedding Pact (The O'Malleys #2),Romance,£32.61,14,3,456.53999999999996
The Time Keeper,Fiction,£27.88,14,5,390.32
The Testament of Mary,Fiction,£52.67,14,4,737.38
The Star-Touched Queen,Fantasy,£46.02,14,5,644.2800000000001
The Songs of the Gods,Default,£44.48,14,5,622.7199999999999
The Song of Achilles,Add a comment,£37.40,14,5,523.6
The Rosie Project (Don Tillman #1),Default,£54.04,14,1,756.56
The Marriage of Opposites,Historical Fiction,£28.08,14,4,393.12
The Long Haul (Diary of a Wimpy Kid #9),Humor,£44.07,14,1,616.98
The Last Mile (Amos Decker #2),Mystery,£54.21,14,2,758.94
The Immortal Life of Henrietta Lacks,Add a comment,£40.67,14,2,569.38
The Hidden Oracle (The Trials of Apollo #1),Fantasy,£52.26,14,2,731.64
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,£28.77,14,3,402.78
The First Hostage (J.B. Collins #2),Fiction,£25.85,14,3,361.90000000000003
The Dovekeepers,Add a comment,£48.78,14,1,682.9200000000001
The Darkest Lie,Young Adult,£35.35,14,5,494.90000000000003
The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,£44.73,14,4,626.2199999999999
The 14th Colony (Cotton Malone #11),Thriller,£39.24,14,1,549.36
Take Me with You,Fiction,£45.21,14,3,632.94
Swell: A Year of Waves,Nonfiction,£45.58,14,1,638.12
Still Life with Bread Crumbs,Fiction,£26.41,14,3,369.74
Steve Jobs,Default,£39.50,14,5,553.0
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,£44.74,14,4,626.36
Someone Like You (The Harrisons #2),Contemporary,£52.79,14,5,739.06
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,£35.43,14,4,496.02
Shtum,Fiction,£55.84,14,4,781.76
See America: A Celebration of Our National Parks & Treasured Sites,Travel,£48.87,14,3,684.18
salt.,Poetry,£46.78,14,4,654.9200000000001
Robin War,Sequential Art,£47.82,14,3,669.48
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,£25.48,14,2,356.72
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,£50.89,14,5,712.46
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,£52.15,14,3,730.1
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,£38.39,14,2,537.46
My Name Is Lucy Barton,Fiction,£41.56,14,1,581.84
My Kind of Crazy,Young Adult,£40.36,14,1,565.04
Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,£28.90,14,1,404.59999999999997
More Than Music (Chasing the Dream #1),Add a comment,£37.61,14,2,526.54
Made to Stick: Why Some Ideas Survive and Others Die,Business,£38.85,14,5,543.9
Luis Paints the World,Childrens,£53.95,14,3,755.3000000000001
Luckiest Girl Alive,Default,£49.83,14,3,697.62
Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,£51.51,14,2,721.14
Looking for Lovely: Collecting the Moments that Matter,Nonfiction,£29.14,14,5,407.96000000000004
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,£46.91,14,4,656.74
Let It Out: A Journey Through Journaling,Nonfiction,£26.79,14,5,375.06
Island of Dragons (Unwanteds #7),Fantasy,£29.65,14,1,415.09999999999997
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,£25.98,14,4,363.72
"Hush, Hush (Hush, Hush #1)",Default,£47.02,14,3,658.2800000000001
Hold Your Breath (Search and Rescue #1),Romance,£28.82,14,1,403.48
Hamilton: The Revolution,Nonfiction,£58.79,14,3,823.06
God: The Most Unpleasant Character in All Fiction,Religion,£30.03,14,5,420.42
Glory over Everything: Beyond The Kitchen House,Historical Fiction,£45.84,14,3,641.76
Feathers: Displays of Brilliant Plumage,Art,£49.05,14,3,686.6999999999999
Every Last Word,Default,£46.47,14,3,650.5799999999999
Eligible (The Austen Project #4),Fiction,£27.09,14,3,379.26
El Deafo,Sequential Art,£57.62,14,5,806.68
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,£51.75,14,5,724.5
"Eat Fat, Get Thin",Health,£54.07,14,2,756.98
Don't Get Caught,Young Adult,£55.35,14,1,774.9
Doctor Sleep (The Shining #2),Horror,£40.12,14,2,561.68
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,£37.51,14,5,525.14
Daily Fantasy Sports,Default,£36.58,14,1,512.12
Crazy Love: Overwhelmed by a Relentless God,Christian,£47.72,14,2,668.0799999999999
Cometh the Hour (The Clifton Chronicles #6),Fiction,£25.01,14,3,350.14000000000004
Clockwork Angel (The Infernal Devices #1),Default,£44.14,14,1,617.96
City of Glass (The Mortal Instruments #3),Fantasy,£56.02,14,4,784.2800000000001
City of Bones (The Mortal Instruments #1),Default,£43.28,14,1,605.9200000000001
City of Ashes (The Mortal Instruments #2),Default,£47.27,14,1,661.7800000000001
Catching Jordan (Hundred Oaks),Young Adult,£50.83,14,3,711.62
"Carry On, Warrior: Thoughts on Life Unarmed",Default,£31.85,14,3,445.90000000000003
Carrie,Default,£46.23,14,2,647.2199999999999
Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,£37.80,14,4,529.1999999999999
Brain on Fire: My Month of Madness,Nonfiction,£49.32,14,5,690.48
Batman: Europa,Sequential Art,£32.01,14,2,448.14
Barefoot Contessa Back to Basics,Food and Drink,£28.01,14,1,392.14000000000004
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,£50.62,14,5,708.68
Art Ops Vol. 1,Sequential Art,£48.80,14,3,683.1999999999999
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,£58.14,14,4,813.96
Angels Walking (Angels Walking #1),Add a comment,£34.20,14,2,478.80000000000007
Angels & Demons (Robert Langdon #1),Default,£51.48,14,3,720.7199999999999
All the Light We Cannot See,Historical,£29.87,14,5,418.18
Abstract City,Nonfiction,£56.37,14,5,789.18
A Time of Torment (Charlie Parker #14),Mystery,£48.35,14,5,676.9
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,£56.48,14,2,790.7199999999999
A People's History of the United States,Add a comment,£40.79,14,2,571.06
A Man Called Ove,Fiction,£39.72,14,1,556.0799999999999
A Brush of Wings (Angels Walking #3),Add a comment,£55.51,14,1,777.14
Searching for Meaning in Gailana,Fantasy,£38.73,13,1,503.48999999999995
Rook,Add a comment,£37.86,13,4,492.18
13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,£27.06,13,1,351.78
Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,£37.55,12,1,450.59999999999997
The Star-Touched Queen,Fantasy,£32.30,12,5,387.59999999999997
The Silent Sister (Riley MacPherson #1),Fiction,£46.29,12,5,555.48
The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,£26.20,12,1,314.4
The Lonely City: Adventures in the Art of Being Alone,Nonfiction,£33.26,12,2,399.12
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,£59.15,12,4,709.8
The Golden Condom: And Other Essays on Love Lost and Found,Psychology,£39.43,12,1,473.15999999999997
The Dinner Party,Fiction,£56.54,12,2,678.48
The Diary of a Young Girl,Nonfiction,£59.90,12,3,718.8
Stars Above (The Lunar Chronicles #4.5),Young Adult,£48.05,12,2,576.5999999999999
Raspberry Pi Electronics Projects for the Evil Genius,Default,£49.67,12,4,596.04
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,£43.14,12,1,517.6800000000001
Psycho: Sanitarium (Psycho #1.5),Horror,£36.97,12,5,443.64
Poisonous (Max Revere Novels #3),Mystery,£26.80,12,3,321.6
No Love Allowed (Dodge Cove #1),Young Adult,£54.65,12,4,655.8
Murder at the 42nd Street Library (Raymond Ambler #1),Mystery,£54.36,12,4,652.3199999999999
Most Wanted,Mystery,£35.28,12,3,423.36
How to Speak Golf: An Illustrated Guide to Links Lingo,Default,£58.32,12,5,699.84
Furiously Happy: A Funny Book About Horrible Things,Nonfiction,£41.46,12,4,497.52
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,£56.86,12,1,682.3199999999999
Eleanor & Park,Default,£56.51,12,5,678.12
Dirty (Dive Bar #1),Romance,£40.83,12,4,489.96
Can You Keep a Secret? (Fear Street Relaunch #4),Horror,£48.64,12,1,583.6800000000001
Boar Island (Anna Pigeon #19),Mystery,£59.48,12,3,713.76
A Paris Apartment,Historical Fiction,£39.01,12,4,468.12
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,£38.77,12,1,465.24
Troublemaker: Surviving Hollywood and Scientology,Default,£48.39,11,2,532.29
The Widow,Mystery,£27.26,11,2,299.86
The Improbability of Love,Fiction,£59.45,11,1,653.95
Take Me Home Tonight (Rock Star Romance #3),Romance,£53.98,11,3,593.78
Sleeping Giants (Themis Files #1),Science Fiction,£48.74,11,1,536.14
Off the Hook (Fishing for Trouble #1),Romance,£47.67,11,3,524.37
M Train,Autobiography,£27.18,11,1,298.98
Lies and Other Acts of Love,Fiction,£45.14,11,1,496.54
Lab Girl,Autobiography,£40.85,11,1,449.35
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,£56.27,11,3,618.97
Grey (Fifty Shades #4),Womens Fiction,£48.49,11,4,533.39
"Exit, Pursued by a Bear",Young Adult,£51.34,11,4,564.74
11/22/63,Fiction,£48.48,11,3,533.28
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,£49.71,10,5,497.1
Without Shame,Add a comment,£48.27,9,5,434.43
Watchmen,Add a comment,£58.05,9,4,522.4499999999999
Unlimited Intuition Now,Default,£58.87,9,4,529.8299999999999
The Shack,Fiction,£28.03,9,1,252.27
The New Brand You: Your New Image Makes the Sale for You,Default,£44.05,9,5,396.45
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,£55.91,9,1,503.18999999999994
The Art and Science of Low Carbohydrate Living,Health,£52.98,9,5,476.82
The Alien Club,Young Adult,£54.40,9,1,489.59999999999997
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,£54.81,9,5,493.29
Nap-a-Roo,Childrens,£25.08,9,1,225.71999999999997
Modern Day Fables,Default,£47.44,9,2,426.96
"Fruits Basket, Vol. 9 (Fruits Basket #9)",Sequential Art,£33.95,9,4,305.55
Dress Your Family in Corduroy and Denim,Humor,£43.68,9,3,393.12
Don't Forget Steven,Young Adult,£33.23,9,1,299.07
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,£35.92,9,2,323.28000000000003
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,£48.63,9,4,437.67
A Shard of Ice (The Black Symphony Saga #1),Fantasy,£56.63,9,3,509.67
A Hero's Curse (The Unseen Chronicles #1),Add a comment,£50.49,9,3,454.41
23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,£35.79,9,2,322.11
"Zero to One: Notes on Startups, or How to Build the Future",Nonfiction,£34.06,8,3,272.48
When Breath Becomes Air,Nonfiction,£39.36,8,2,314.88
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Travel,£36.94,8,2,295.52
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,£43.62,8,5,348.96
The New Drawing on the Right Side of the Brain,Art,£43.02,8,3,344.16
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Nonfiction,£28.45,8,4,227.6
The Martian (The Martian #1),Default,£41.39,8,2,331.12
The High Mountains of Portugal,Fiction,£51.15,8,1,409.2
The Grownup,Short Stories,£35.88,8,1,287.04
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,£36.91,8,1,295.28
South of Sunshine,Young Adult,£28.93,8,1,231.44
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,£38.89,8,5,311.12
Silence in the Dark (Logan Point #4),Suspense,£58.33,8,3,466.64
Shadows of the Past (Logan Point #1),Christian Fiction,£39.67,8,5,317.36
Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy,£54.21,8,1,433.68
Please Kill Me: The Uncensored Oral History of Punk,Music,£31.19,8,4,249.52
Out of Print: City Lights Spotlight No. 14,Poetry,£53.64,8,5,429.12
My Life Next Door (My Life Next Door ),Young Adult,£36.39,8,5,291.12
Miller's Valley,Fiction,£58.54,8,2,468.32
Man's Search for Meaning,Nonfiction,£29.48,8,3,235.84
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Nonfiction,£25.06,8,2,200.48
Les Fleurs du Mal,Poetry,£29.04,8,5,232.32
Left Behind (Left Behind #1),Default,£40.72,8,2,325.76
Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,£45.05,8,5,360.4
Kierkegaard: A Christian Missionary to Christians,Philosophy,£47.13,8,1,377.04
I'll Give You the Sun,Default,£56.48,8,1,451.84
I Will Find You,Nonfiction,£44.21,8,1,353.68
Howl and Other Poems,Poetry,£40.45,8,2,323.6
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,£52.86,8,2,422.88
Future Shock (Future Shock #1),Young Adult,£55.65,8,5,445.2
Ender's Game (The Ender Quintet #1),Default,£43.64,8,1,349.12
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,£28.41,8,1,227.28
Death by Leisure: A Cautionary Tale,Default,£37.51,8,4,300.08
Between the World and Me,Nonfiction,£56.91,8,4,455.28
Being Mortal: Medicine and What Matters in the End,Nonfiction,£55.06,8,4,440.48
32 Yolks,Food and Drink,£53.63,8,2,429.04
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,£44.48,8,5,355.84
What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,£25.37,7,5,177.59
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,£46.33,7,2,324.31
Under the Tuscan Sun,Travel,£37.33,7,3,261.31
Toddlers Are A**holes: It's Not Your Fault,Humor,£25.55,7,1,178.85
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,£34.72,7,1,243.04
The Whale,Childrens,£35.96,7,4,251.72
The Story of Art,Art,£41.14,7,4,287.98
The Great Gatsby,Default,£36.05,7,4,252.34999999999997
The Good Girl,Default,£49.03,7,3,343.21000000000004
